team_id,prediction_period_id,target_cutoff,prior_team_state,prior_team_strength,team_strength_uncertainty,team_core_strength,team_noncore_strength,team_role_balance,team_continuity,team_effective_evidence,source_max_timestamp,cutoff_safe,quality_status
oe:team:0dbb780176ecad18f17292d1f5653af,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,-0.35098483483136156,0.08096153520550277,0.11585927018219908,-0.35098483483136156,,0.9,1.0,181.90620978138492,2024-07-27T22:39:35Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,0.003190708512508929,0.2502812660762444,0.116617426044173,0.003190708512508929,,0.9,1.0,187.97170056296565,2024-07-28T21:43:16Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,-0.43309461831276214,0.0157485832575167,0.11364119031367426,-0.43309461831276214,,0.9,0.8,225.76852213509835,2024-07-28T21:43:16Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,0.027700678928668995,0.2743735398326765,0.10917571768094934,0.027700678928668995,,0.9,1.0,295.2508453189866,2024-07-28T23:12:39Z,True,PASS
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,-0.4260820475270335,0.029826411131796,0.12112195176078439,-0.4260820475270335,,0.9,1.0,131.22460410515382,2024-07-27T22:39:35Z,True,PASS
oe:team:c334c629fea759876e9e04afbe4aee7,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,-0.4939761322555257,0.013209897137050973,0.11995961665463538,-0.4939761322555257,,0.9,1.0,131.47824362905604,2024-07-28T23:12:39Z,True,PASS
oe:team:e758ebe9a5a2cc81b9c8078479c2d87,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,-0.29791817201565207,0.11637567844425793,0.10968821189649464,-0.29791817201565207,,0.9,1.0,286.5451017726148,2024-07-27T21:03:03Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,0.02835171012151732,0.26102731153029346,0.11401888452715596,0.02835171012151732,,0.9,1.0,234.11541027571707,2024-07-27T21:03:03Z,True,PASS
oe:team:289284911fb6f41c0ccaecc3a0c2891,period:0433ceb2175e1870c17a,2026-02-14T21:11:50+00:00,-0.2174167378158102,0.1326718296626547,0.1456280843833283,-0.2174167378158102,,0.9,1.0,83.5019691596969,2026-02-08T01:49:13Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0433ceb2175e1870c17a,2026-02-14T21:11:50+00:00,-0.036854439313089196,0.23613884217363224,0.13501489839667574,-0.036854439313089196,,0.9,1.0,127.76011262248122,2026-02-09T00:51:15Z,True,PASS
oe:team:f90422f1cbcb24bc2a855202582ec29,period:0433ceb2175e1870c17a,2026-02-14T21:11:50+00:00,-0.11790371631255411,0.17782779628270518,0.12675150640048424,-0.11790371631255411,,0.9,1.0,134.17937728412733,2026-02-07T23:13:38Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:0433ceb2175e1870c17a,2026-02-14T21:11:50+00:00,0.05005883516296716,0.26418936192890324,0.11063560239982223,0.05005883516296716,,0.9,1.0,265.9052018070249,2026-02-09T00:51:15Z,True,PASS
oe:team:0dbb780176ecad18f17292d1f5653af,period:06566a2ea584fecf6c15,2024-02-10T21:07:54+00:00,-0.5188049924992443,0.0028286418784200934,0.13992003924934757,-0.5188049924992443,,0.9,1.0,80.45570197099518,2024-02-04T21:07:41Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:06566a2ea584fecf6c15,2024-02-10T21:07:54+00:00,-0.06200011210438934,0.21033085033226942,0.1233497832657228,-0.06200011210438934,,0.9,1.0,136.9986899833288,2024-02-04T21:07:41Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:06566a2ea584fecf6c15,2024-02-10T21:07:54+00:00,-0.32643194281758886,0.10772548831285737,0.12935835796201012,-0.32643194281758886,,0.9,1.0,132.7108620047924,2024-02-04T22:38:24Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:06566a2ea584fecf6c15,2024-02-10T21:07:54+00:00,-0.3828548554569472,0.04727121193538541,0.11624765978770837,-0.3828548554569472,,0.9,1.0,199.60177607149132,2024-02-04T21:51:39Z,True,PASS
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:06566a2ea584fecf6c15,2024-02-10T21:07:54+00:00,-0.4031916299973864,0.0437230384439435,0.14229571536651678,-0.4031916299973864,,0.9,1.0,83.87210250062432,2024-02-04T22:38:24Z,True,PASS
oe:team:c334c629fea759876e9e04afbe4aee7,period:06566a2ea584fecf6c15,2024-02-10T21:07:54+00:00,-0.24882797719715866,0.1548418627102632,0.14240150419009204,-0.24882797719715866,,0.9,1.0,78.71905022733365,2024-02-04T23:23:54Z,True,PASS
oe:team:e758ebe9a5a2cc81b9c8078479c2d87,period:06566a2ea584fecf6c15,2024-02-10T21:07:54+00:00,-0.1664610414211517,0.18872513070119043,0.10903908448350351,-0.1664610414211517,,0.9,1.0,316.47390414833257,2024-02-04T23:23:54Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:06566a2ea584fecf6c15,2024-02-10T21:07:54+00:00,-0.05260494473362723,0.2504039456807509,0.1100340243234617,-0.05260494473362723,,0.9,1.0,284.75306672095695,2024-02-04T21:51:39Z,True,PASS
oe:team:0dbb780176ecad18f17292d1f5653af,period:0836494c11a0b381c084,2020-08-13T19:38:23+00:00,-0.4297198151551368,0.06437258632061303,0.120832846251141,-0.4297198151551368,,0.9,1.0,147.97004179603618,2020-08-09T23:40:56Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0836494c11a0b381c084,2020-08-13T19:38:23+00:00,-0.06748601211264045,0.22583660030770236,0.1126286944113673,-0.06748601211264045,,0.9,1.0,236.66434521167844,2020-08-09T22:26:34Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:0836494c11a0b381c084,2020-08-13T19:38:23+00:00,-0.32671912553855187,0.11471399214714158,0.1259043018454861,-0.32671912553855187,,0.9,1.0,150.2748898213221,2020-08-09T19:26:26Z,True,PASS
oe:team:87ee02298073abc2d55060f097d4041,period:0836494c11a0b381c084,2020-08-13T19:38:23+00:00,-0.2813204007627085,0.13194673572097756,0.11817040597203443,-0.2813204007627085,,0.9,1.0,153.79058518869024,2020-08-08T20:50:43Z,True,PASS
oe:team:a22510a4756fa424cb0771b13261139,period:0836494c11a0b381c084,2020-08-13T19:38:23+00:00,-0.11436211985066161,0.20424223520448104,0.1254430640766555,-0.11436211985066161,,0.9,1.0,140.3865561980891,2020-08-09T21:29:47Z,True,PASS
oe:team:f7f7324c151aa6ed770b244ce08e027,period:0836494c11a0b381c084,2020-08-13T19:38:23+00:00,-0.4271109574093678,0.05276586380609277,0.11475596001576607,-0.4271109574093678,,0.9,1.0,186.87018757959788,2020-08-09T19:26:26Z,True,PASS
oe:team:0dbb780176ecad18f17292d1f5653af,period:0a890f671f8ce6bbde59,2026-05-02T20:10:20+00:00,-0.5298013446872281,-0.021632618233013417,0.11772634091343842,-0.5298013446872281,,0.9,1.0,164.66000957459823,2026-04-25T20:56:15Z,True,PASS
oe:team:289284911fb6f41c0ccaecc3a0c2891,period:0a890f671f8ce6bbde59,2026-05-02T20:10:20+00:00,-0.643529884524666,-0.06633526407050254,0.11880671389891515,-0.643529884524666,,0.9,1.0,153.36310865394117,2026-04-26T21:06:20Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0a890f671f8ce6bbde59,2026-05-02T20:10:20+00:00,-0.30516585272965596,0.11871986387635489,0.11811866889357751,-0.30516585272965596,,0.9,1.0,176.73217104645872,2026-04-25T20:56:15Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:0a890f671f8ce6bbde59,2026-05-02T20:10:20+00:00,-0.11159624094933349,0.19394674680822313,0.11400789008451824,-0.11159624094933349,,0.9,1.0,208.24770609517805,2026-04-26T23:48:02Z,True,PASS
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:0a890f671f8ce6bbde59,2026-05-02T20:10:20+00:00,-0.5695792481978047,-0.028312413597336265,0.1150483361705284,-0.5695792481978047,,0.9,1.0,187.5167525323047,2026-04-25T23:00:25Z,True,PASS
oe:team:da1143bf9a245b78a8dc86417de85b3,period:0a890f671f8ce6bbde59,2026-05-02T20:10:20+00:00,-0.05692886435316806,0.21894989616409039,0.11106720757249824,-0.05692886435316806,,0.9,1.0,241.854176225285,2026-04-26T21:06:20Z,True,PASS
oe:team:f90422f1cbcb24bc2a855202582ec29,period:0a890f671f8ce6bbde59,2026-05-02T20:10:20+00:00,-0.2702062508078166,0.1315636697020324,0.11288599127415662,-0.2702062508078166,,0.9,1.0,220.46151209939757,2026-04-26T23:48:02Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:0a890f671f8ce6bbde59,2026-05-02T20:10:20+00:00,0.10447467225059837,0.2985919023697759,0.10919588807038995,0.10447467225059837,,0.9,1.0,286.13035105809564,2026-04-25T23:00:25Z,True,PASS
oe:team:0dbb780176ecad18f17292d1f5653af,period:0bd7b62868a6e6fa9a6d,2025-04-26T20:08:33+00:00,-0.5128457694654894,0.03254682323919144,0.12943203846482332,-0.5128457694654894,,0.9,1.0,114.97564593891487,2025-04-21T20:07:10Z,True,PASS
oe:team:289284911fb6f41c0ccaecc3a0c2891,period:0bd7b62868a6e6fa9a6d,2025-04-26T20:08:33+00:00,-0.6594439270298289,-0.06871447439736864,0.1258960601695765,-0.6594439270298289,,0.9,1.0,104.7100522799922,2025-04-21T21:39:42Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0bd7b62868a6e6fa9a6d,2025-04-26T20:08:33+00:00,0.08182244664796393,0.28728933263828194,0.11140524533010317,0.08182244664796393,,0.9,1.0,238.82877052329454,2025-04-21T20:07:10Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:0bd7b62868a6e6fa9a6d,2025-04-26T20:08:33+00:00,-0.05541809282665708,0.21847672608815683,0.11255679247948727,-0.05541809282665708,,0.9,1.0,230.47780496722515,2025-04-21T22:34:22Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:0bd7b62868a6e6fa9a6d,2025-04-26T20:08:33+00:00,-0.020095094765283,0.24445122291060747,0.1100267892740752,-0.020095094765283,,0.9,1.0,247.585285849679,2025-04-21T21:39:42Z,True,PASS
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:0bd7b62868a6e6fa9a6d,2025-04-26T20:08:33+00:00,-0.5927881188843149,-0.034438209823521485,0.12286305194013541,-0.5927881188843149,,0.9,1.0,143.33276955183365,2025-04-21T22:34:22Z,True,PASS
oe:team:da1143bf9a245b78a8dc86417de85b3,period:0bd7b62868a6e6fa9a6d,2025-04-26T20:08:33+00:00,-0.541108424407054,0.008727872419424559,0.13789336166939797,-0.541108424407054,,0.9,1.0,82.6567315285306,2025-04-21T20:53:30Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:0bd7b62868a6e6fa9a6d,2025-04-26T20:08:33+00:00,-0.002967320251737816,0.24900248073082074,0.12043058049748237,-0.002967320251737816,,0.9,1.0,157.31211903446493,2025-04-21T20:53:30Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0c3bfca85acd014e625d,2024-03-30T20:22:30+00:00,0.048292288868589064,0.29059954599217686,0.11579678036151615,0.048292288868589064,,0.9,1.0,185.16703203192966,2024-03-23T21:55:31Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:0c3bfca85acd014e625d,2024-03-30T20:22:30+00:00,-0.05380474280170782,0.23298309400014988,0.11113618431522296,-0.05380474280170782,,0.9,1.0,249.01047028059185,2024-03-22T22:49:47Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:0c3bfca85acd014e625d,2024-03-30T20:22:30+00:00,-0.07914743542950543,0.22567180153966976,0.10982996979423788,-0.07914743542950543,,0.9,1.0,284.56634895772646,2024-03-23T21:55:31Z,True,PASS
oe:team:0dbb780176ecad18f17292d1f5653af,period:0f3dd675ff7b55987f43,2024-07-20T20:10:15+00:00,-0.2785013809481027,0.09964511934063754,0.11702202002768446,-0.2785013809481027,,0.9,1.0,174.6534400193604,2024-06-28T22:16:26Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0f3dd675ff7b55987f43,2024-07-20T20:10:15+00:00,-0.028873766485483236,0.2197393860025844,0.12006738072641934,-0.028873766485483236,,0.9,1.0,171.18042106604304,2024-06-28T22:16:26Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:0f3dd675ff7b55987f43,2024-07-20T20:10:15+00:00,-0.26350001341672147,0.11844041880457958,0.11457780241827512,-0.26350001341672147,,0.9,1.0,210.39774764101196,2024-06-27T22:55:43Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:0f3dd675ff7b55987f43,2024-07-20T20:10:15+00:00,-0.002968931074634229,0.2615311194450687,0.10951485169065928,-0.002968931074634229,,0.9,1.0,286.41421625826933,2024-06-27T22:55:43Z,True,PASS
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:0f3dd675ff7b55987f43,2024-07-20T20:10:15+00:00,-0.6292035510211277,-0.07948399204890415,0.12312390176510239,-0.6292035510211277,,0.9,0.8,124.3506972095143,2024-06-28T20:47:05Z,True,PASS
oe:team:c334c629fea759876e9e04afbe4aee7,period:0f3dd675ff7b55987f43,2024-07-20T20:10:15+00:00,-0.4256363668154964,0.06408654917811549,0.12283912459516297,-0.4256363668154964,,0.9,1.0,118.35966474546613,2024-06-27T20:56:17Z,True,PASS
oe:team:e758ebe9a5a2cc81b9c8078479c2d87,period:0f3dd675ff7b55987f43,2024-07-20T20:10:15+00:00,-0.30587914438011565,0.11322630680836528,0.10980177483015152,-0.30587914438011565,,0.9,1.0,288.56309732549096,2024-06-27T20:56:17Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:0f3dd675ff7b55987f43,2024-07-20T20:10:15+00:00,0.010046748082540065,0.2433852874262193,0.11599457467420143,0.010046748082540065,,0.9,1.0,229.14999608439345,2024-06-28T20:47:05Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,-0.501231223374831,0.0007789271760661725,0.12179710170271517,-0.501231223374831,,0.9,1.0,161.2458080567204,2021-06-13T19:33:12Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,0.02904693879171076,0.2567009097496895,0.11563148547065921,0.02904693879171076,,0.9,1.0,259.635789701679,2021-06-13T23:43:02Z,True,PASS
oe:team:87ee02298073abc2d55060f097d4041,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,-0.5440538841249425,-0.01898423470138498,0.1262118258478144,-0.5440538841249425,,0.9,1.0,141.33702247705654,2021-06-13T19:33:12Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,-0.029021460027375018,0.2617285704090998,0.11825960620300961,-0.029021460027375018,,0.9,1.0,298.9162208312335,2021-06-13T20:45:24Z,True,PASS
oe:team:a22510a4756fa424cb0771b13261139,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,-0.21637613107167122,0.13953787276474647,0.1089076875916328,-0.21637613107167122,,0.9,1.0,297.5616615506419,2021-06-13T21:48:47Z,True,PASS
oe:team:c334c629fea759876e9e04afbe4aee7,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,-0.4606986843698857,0.047910090239504696,0.12317097254408692,-0.4606986843698857,,0.9,1.0,124.53519286762256,2021-06-13T20:45:24Z,True,PASS
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,-0.4544951612330032,0.031083872096197986,0.1153115227001637,-0.4544951612330032,,0.9,1.0,184.13440699342848,2021-06-13T21:48:47Z,True,PASS
oe:team:f7f7324c151aa6ed770b244ce08e027,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,-0.2664432801496887,0.1288655537837489,0.11749475825511144,-0.2664432801496887,,0.9,1.0,241.98814757031298,2021-06-13T23:43:02Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:111e9dfa6ccd70cbab3b,2021-06-18T21:02:38+00:00,0.07150117669712065,0.28093613225280856,0.11484577875830176,0.07150117669712065,,0.9,1.0,257.4799464063537,2021-06-13T22:49:07Z,True,PASS
oe:team:0dbb780176ecad18f17292d1f5653af,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,-0.6327787600727015,-0.030488836392017375,0.2788084811655531,-0.6327787600727015,,0.8300000000000001,0.8,47.893291647159586,2020-03-03T02:30:07Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,-0.2134539126680988,0.15750366004468916,0.15409574172686716,-0.2134539126680988,,0.9,1.0,59.875553933672634,2020-03-01T20:37:32Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,-0.5912662444488574,0.012032673394953244,0.1496667548033007,-0.5912662444488574,,0.9,1.0,59.875058750228085,2020-03-01T19:26:47Z,True,PASS
oe:team:87ee02298073abc2d55060f097d4041,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,-0.5525312644586378,-0.04742679818422929,0.27777720792135735,-0.5525312644586378,,0.8300000000000001,0.8,47.89931336024499,2020-03-01T22:42:10Z,True,PASS
oe:team:a22510a4756fa424cb0771b13261139,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,-0.35675306044698296,0.12533356533165393,0.14602748018456455,-0.35675306044698296,,0.9,1.0,59.879308685297275,2020-03-01T21:41:09Z,True,PASS
oe:team:c334c629fea759876e9e04afbe4aee7,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,-0.507253387594542,0.010103119599857054,0.18418303744259362,-0.507253387594542,,0.87,1.0,49.8968136456632,2020-03-03T00:11:21Z,True,PASS
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,-0.34727891302533087,0.07243273564603292,0.29411208588622606,-0.34727891302533087,,0.8300000000000001,0.8,39.9207261146674,2020-03-03T00:11:21Z,True,PASS
oe:team:f7f7324c151aa6ed770b244ce08e027,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,-0.442024669180634,0.0738946960079161,0.15198660078783324,-0.442024669180634,,0.9,1.0,59.87328105063858,2020-03-01T22:42:10Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:14606e5066005561df07,2020-03-07T21:40:12+00:00,0.3684488655600454,0.4639173649703066,0.14127111471772497,0.3684488655600454,,0.9,1.0,59.86909464615161,2020-03-03T02:30:07Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:18a8b98d7b5d7f0b7105,2024-03-22T20:08:04+00:00,-0.06953641524429374,0.2296694804913776,0.11793238431966793,-0.06953641524429374,,0.9,1.0,173.01037790168263,2024-03-15T23:43:25Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:18a8b98d7b5d7f0b7105,2024-03-22T20:08:04+00:00,-0.16085397582831618,0.15859302900970906,0.1170598695324766,-0.16085397582831618,,0.9,1.0,184.11868781138176,2024-03-16T23:44:56Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:18a8b98d7b5d7f0b7105,2024-03-22T20:08:04+00:00,-0.1314354836095127,0.19571970459892918,0.11162752399877528,-0.1314354836095127,,0.9,1.0,233.550432345669,2024-03-17T21:43:44Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:18a8b98d7b5d7f0b7105,2024-03-22T20:08:04+00:00,-0.0007591794732063159,0.26817864021026094,0.10990815379270015,-0.0007591794732063159,,0.9,1.0,278.7461244475176,2024-03-14T21:48:48Z,True,PASS
oe:team:0dbb780176ecad18f17292d1f5653af,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,-0.026067898666431576,0.19417264880246468,0.3576066511631941,-0.026067898666431576,,0.75,1.0,9.999972164611801,2020-01-26T19:20:42Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,0.397406570348277,0.31329677054626587,0.32267450652018875,0.397406570348277,,0.75,1.0,9.999968205785638,2020-01-26T22:57:50Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,-0.7694337712908914,-0.0857525832338899,0.3619777453143014,-0.7694337712908914,,0.75,1.0,9.999844062959147,2020-01-28T00:52:53Z,True,PASS
oe:team:87ee02298073abc2d55060f097d4041,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,-0.6987249377488346,-0.06003655677109221,0.3858669823410318,-0.6987249377488346,,0.75,1.0,9.999967773592871,2020-01-26T22:02:06Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,-0.5635198500350681,-0.05623557091034547,0.3818004630483113,-0.5635198500350681,,0.75,1.0,9.999821668304163,2020-01-28T02:16:14Z,True,PASS
oe:team:a22510a4756fa424cb0771b13261139,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,-0.6377783902217332,-0.04792724214187848,0.3346371005084834,-0.6377783902217332,,0.75,1.0,9.999943287710165,2020-01-28T02:16:14Z,True,PASS
oe:team:c334c629fea759876e9e04afbe4aee7,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,-0.41490934111295624,-0.02850011439949632,0.35154210726323587,-0.41490934111295624,,0.75,1.0,9.999974644645226,2020-01-26T20:35:10Z,True,PASS
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,-0.6517173167493135,-0.014697152066500142,0.33739537764791816,-0.6517173167493135,,0.75,1.0,9.999961634222878,2020-01-26T22:57:50Z,True,PASS
oe:team:f7f7324c151aa6ed770b244ce08e027,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,-0.6223623699685814,-0.0899165490054593,0.3920118811600085,-0.6223623699685814,,0.75,1.0,9.999943852015937,2020-01-28T00:52:53Z,True,PASS
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:18c306f73901eb8e548e,2020-02-01T21:36:35+00:00,0.10722418284388026,0.19324618962664664,0.35052092728612516,0.10722418284388026,,0.75,1.0,9.999961670879511,2020-01-26T22:02:06Z,True,PASS
oe:team:0dbb780176ecad18f17292d1f5653af,period:1970df0ebd4246c6ea3b,2020-06-13T00:40:51+00:00,-0.30596497781663257,0.08417110698782175,0.13574340498260085,-0.30596497781663257,,0.9,0.8,84.44553927117514,2020-04-04T20:48:04Z,True,PASS
oe:team:2e66da41dc460dd378e3bcc57042d31,period:1970df0ebd4246c6ea3b,2020-06-13T00:40:51+00:00,-0.2575506028835055,0.12545907765695907,0.11759640180443133,-0.2575506028835055,,0.9,1.0,171.39623191990773,2020-04-19T21:43:13Z,True,PASS
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:1970df0ebd4246c6ea3b,2020-06-13T00:40:51+00:00,-0.5158107901941971,0.025077663980466607,0.1208534197067532,-0.5158107901941971,,0.9,1.0,138.70359846690008,2020-04-08T23:30:25Z,True,PASS
oe:team:87ee02298073abc2d55060f097d4041,period:1970df0ebd4246c6ea3b,2020-06-13T00:40:51+00:00,-0.43198438443779325,-0.012143801390218848,0.24311251744334164,-0.43198438443779325,,0.8300000000000001,0.8,75.41754744383843,2020-04-07T21:42:35Z,True,PASS
oe:team:8eb884e168f28402ce685bedebb5250,period:1970df0ebd4246c6ea3b,2020-06-13T00:40:51+00:00,-0.20344740744055329,0.13824418806266073,0.14949624077544182,-0.20344740744055329,,0.9,0.8,68.63193630268503,2020-03-29T21:32:38Z,True,PASS
oe:team:a22510a4756fa424cb0771b13261139,period:1970df0ebd4246c6ea3b,2020-06-13T00:40:51+00:00,-0.37183674060921906,0.006477521671272343,0.22775790572363322,-0.37183674060921906,,0.8300000000000001,0.6,98.0117800763967,2020-04-12T23:49:32Z,True,PASS
oe:team:c334c629fea759876e9e04afbe4aee7,period:1970df0ebd4246c6ea3b,2020-06-13T00:40:51+00:00,-0.6489768218380716,-0.1643500896344513,0.3538431103650035,-0.6489768218380716,,0.76,0.4,47.731744895782384,2020-03-30T18:35:45Z,True,PASS
