oe_game_id,gol_game_id,gol_game_url,competition_id,season,split_or_tournament,event_date,team_1_id,team_2_id,game_number,match_method,match_confidence,direct_evidence,secondary_evidence,ambiguity_status,provenance
ESPORTSTMNT01/1295383,21090,https://gol.gg/game/stats/21090/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-10,oe:team:8eb884e168f28402ce685bedebb5250,oe:team:87ee02298073abc2d55060f097d4041,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21090-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=8138
ESPORTSTMNT01/1295402,21091,https://gol.gg/game/stats/21091/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-10,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,oe:team:c334c629fea759876e9e04afbe4aee7,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21091-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=8150
ESPORTSTMNT01/1304356,21082,https://gol.gg/game/stats/21082/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-08,oe:team:f7f7324c151aa6ed770b244ce08e027,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21082-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=7130
ESPORTSTMNT01/1304374,21083,https://gol.gg/game/stats/21083/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-08,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,oe:team:8eb884e168f28402ce685bedebb5250,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21083-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=7142
ESPORTSTMNT01/1304391,21084,https://gol.gg/game/stats/21084/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-08,oe:team:a22510a4756fa424cb0771b13261139,oe:team:0dbb780176ecad18f17292d1f5653af,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21084-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=7154
ESPORTSTMNT01/1304399,21085,https://gol.gg/game/stats/21085/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-08,oe:team:fc8e90107dabb9a35c490b0d86adea0,oe:team:2e66da41dc460dd378e3bcc57042d31,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21085-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=7166
ESPORTSTMNT01/1304700,21086,https://gol.gg/game/stats/21086/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-09,oe:team:c334c629fea759876e9e04afbe4aee7,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21086-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=7658
ESPORTSTMNT01/1304739,21087,https://gol.gg/game/stats/21087/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-09,oe:team:87ee02298073abc2d55060f097d4041,oe:team:a22510a4756fa424cb0771b13261139,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21087-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=7706
ESPORTSTMNT01/1304768,21088,https://gol.gg/game/stats/21088/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-09,oe:team:0dbb780176ecad18f17292d1f5653af,oe:team:fc8e90107dabb9a35c490b0d86adea0,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21088-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=7730
ESPORTSTMNT01/1304785,21089,https://gol.gg/game/stats/21089/page-fullstats/,LCS,2020,LCS Spring 2020,2020-02-09,oe:team:2e66da41dc460dd378e3bcc57042d31,oe:team:f7f7324c151aa6ed770b244ce08e027,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-21089-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=7742
ESPORTSTMNT01/1314115,22368,https://gol.gg/game/stats/22368/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-20,oe:team:fc8e90107dabb9a35c490b0d86adea0,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22368-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=27494
ESPORTSTMNT01/1314148,22370,https://gol.gg/game/stats/22370/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-20,oe:team:0dbb780176ecad18f17292d1f5653af,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,HIGH,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,HIGH_CONFIDENCE_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22370-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=27554
ESPORTSTMNT01/1324117,22367,https://gol.gg/game/stats/22367/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-20,oe:team:a22510a4756fa424cb0771b13261139,oe:team:87ee02298073abc2d55060f097d4041,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22367-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=27458
ESPORTSTMNT01/1324153,22369,https://gol.gg/game/stats/22369/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-20,oe:team:8eb884e168f28402ce685bedebb5250,oe:team:f7f7324c151aa6ed770b244ce08e027,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22369-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=27518
ESPORTSTMNT01/1324190,22371,https://gol.gg/game/stats/22371/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-20,oe:team:2e66da41dc460dd378e3bcc57042d31,oe:team:c334c629fea759876e9e04afbe4aee7,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,HIGH,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,HIGH_CONFIDENCE_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22371-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=27566
ESPORTSTMNT01/1324422,22372,https://gol.gg/game/stats/22372/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-21,oe:team:87ee02298073abc2d55060f097d4041,oe:team:8eb884e168f28402ce685bedebb5250,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22372-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=27938
ESPORTSTMNT01/1324430,22373,https://gol.gg/game/stats/22373/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-21,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,oe:team:fc8e90107dabb9a35c490b0d86adea0,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22373-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=27962
ESPORTSTMNT01/1324468,22374,https://gol.gg/game/stats/22374/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-21,oe:team:c334c629fea759876e9e04afbe4aee7,oe:team:a22510a4756fa424cb0771b13261139,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22374-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=27986
ESPORTSTMNT01/1324479,22375,https://gol.gg/game/stats/22375/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-21,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,oe:team:2e66da41dc460dd378e3bcc57042d31,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22375-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=28010
ESPORTSTMNT01/1324492,22376,https://gol.gg/game/stats/22376/page-fullstats/,LCS,2020,LCS Spring 2020,2020-03-21,oe:team:f7f7324c151aa6ed770b244ce08e027,oe:team:0dbb780176ecad18f17292d1f5653af,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-22376-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=28022
ESPORTSTMNT01/1403832,24029,https://gol.gg/game/stats/24029/page-fullstats/,LCS,2020,LCS Summer 2020,2020-06-12,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,oe:team:f7f7324c151aa6ed770b244ce08e027,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-24029-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=51734
ESPORTSTMNT01/1403840,24030,https://gol.gg/game/stats/24030/page-fullstats/,LCS,2020,LCS Summer 2020,2020-06-12,oe:team:fc8e90107dabb9a35c490b0d86adea0,oe:team:2e66da41dc460dd378e3bcc57042d31,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-24030-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=51782
ESPORTSTMNT01/1404251,24035,https://gol.gg/game/stats/24035/page-fullstats/,LCS,2020,LCS Summer 2020,2020-06-14,oe:team:fc8e90107dabb9a35c490b0d86adea0,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-24035-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=52742
ESPORTSTMNT01/1404256,24036,https://gol.gg/game/stats/24036/page-fullstats/,LCS,2020,LCS Summer 2020,2020-06-14,oe:team:0dbb780176ecad18f17292d1f5653af,oe:team:a22510a4756fa424cb0771b13261139,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-24036-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=52778
ESPORTSTMNT01/1404270,24037,https://gol.gg/game/stats/24037/page-fullstats/,LCS,2020,LCS Summer 2020,2020-06-14,oe:team:8eb884e168f28402ce685bedebb5250,oe:team:87ee02298073abc2d55060f097d4041,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-24037-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=52814
ESPORTSTMNT01/1404282,24038,https://gol.gg/game/stats/24038/page-fullstats/,LCS,2020,LCS Summer 2020,2020-06-14,oe:team:c334c629fea759876e9e04afbe4aee7,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-24038-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=52826
ESPORTSTMNT01/1414076,24031,https://gol.gg/game/stats/24031/page-fullstats/,LCS,2020,LCS Summer 2020,2020-06-13,oe:team:f7f7324c151aa6ed770b244ce08e027,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,1,SEASON_TEAM_PAIR_GAME_NUMBER_NORTH_AMERICA_EVENT_DATE_THEN_BOUNDED_RESCHEDULE_FALLBACK,EXACT,Gol tournament/date/team pair/game number and OE season/team pair/game number/date,Ten player identities validated uniquely within the crosswalked game; normalized role retained from OE,EXACT_STRUCTURAL_MATCH,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/games/game-24031-fullstats.html + data/raw/oracles_elixir/2020_LoL_esports_match_data_from_OraclesElixir.csv#line=52322
