fixture_id,season,competition_id,split_id,stage_id,prediction_period_id,period_label,period_sequence,prediction_lock_utc,period_end_utc,scheduled_start_utc,team_a_source,team_b_source,team_a_id,team_b_id,best_of,source_type,source_name,source_url,provenance_class,fixed_before_prediction,schedule_change_flag,period_mapping_method,validation_status,notes
fixture:935845ff988c6188b481,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:ab546300266e49331659,LCS:2024:spring:regular:event-group-02,2,2024-01-27T20:15:48Z,2024-01-28T22:51:09Z,2024-01-27T22:00:00Z,FlyQuest,Team Liquid,team:flyquest,team:team_liquid,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:b9f752bcdee5bea3bd42,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:ab546300266e49331659,LCS:2024:spring:regular:event-group-02,2,2024-01-27T20:15:48Z,2024-01-28T22:51:09Z,2024-01-27T23:00:00Z,Shopify Rebellion,Immortals,team:shopify_rebellion,team:immortals,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:0efad8381a0f419710f7,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:ab546300266e49331659,LCS:2024:spring:regular:event-group-02,2,2024-01-27T20:15:48Z,2024-01-28T22:51:09Z,2024-01-28T20:00:00Z,Dignitas,100 Thieves,team:dignitas,team:100_thieves,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:56ba049225becafcdabd,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:ab546300266e49331659,LCS:2024:spring:regular:event-group-02,2,2024-01-27T20:15:48Z,2024-01-28T22:51:09Z,2024-01-28T21:00:00Z,Shopify Rebellion,Cloud9,team:shopify_rebellion,team:cloud9,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:32de0e1e31cc18d06de2,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:ab546300266e49331659,LCS:2024:spring:regular:event-group-02,2,2024-01-27T20:15:48Z,2024-01-28T22:51:09Z,2024-01-28T22:00:00Z,NRG,FlyQuest,team:nrg,team:flyquest,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:5a28c047561b14411f65,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:ab546300266e49331659,LCS:2024:spring:regular:event-group-02,2,2024-01-27T20:15:48Z,2024-01-28T22:51:09Z,2024-01-28T23:00:00Z,Team Liquid,Immortals,team:team_liquid,team:immortals,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:59983b3be36f58840134,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-02T21:00:00Z,Immortals,Cloud9,team:immortals,team:cloud9,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:439a15a23ba8aa553f8c,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-02T22:00:00Z,Team Liquid,NRG,team:team_liquid,team:nrg,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:0818ac32b1360e205bc8,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-02T23:00:00Z,Dignitas,Shopify Rebellion,team:dignitas,team:shopify_rebellion,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:62b4b1ad5ab5cd97f2e5,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-03T00:00:00Z,FlyQuest,100 Thieves,team:flyquest,team:100_thieves,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:b2556fb0aff046984a0a,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-03T21:00:00Z,Team Liquid,Dignitas,team:team_liquid,team:dignitas,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:cad14052bf5b985bdd3b,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-03T22:00:00Z,FlyQuest,Cloud9,team:flyquest,team:cloud9,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:9d615e439af6b8be29dd,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-03T23:00:00Z,Immortals,100 Thieves,team:immortals,team:100_thieves,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:916b4e28af9c01a9d23c,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-04T00:00:00Z,NRG,Shopify Rebellion,team:nrg,team:shopify_rebellion,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:bf6778f582355e4fe905,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-04T21:00:00Z,FlyQuest,Dignitas,team:flyquest,team:dignitas,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:f388aaa9ca4ad6e66e15,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-04T22:00:00Z,Team Liquid,Cloud9,team:team_liquid,team:cloud9,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:32733319841a426180da,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-04T23:00:00Z,Shopify Rebellion,100 Thieves,team:shopify_rebellion,team:100_thieves,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:61b9debd4d88bee96698,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:f82eb58c594ccc349383,LCS:2024:spring:regular:event-group-03,3,2024-02-02T21:12:22Z,2024-02-04T23:23:54Z,2024-02-05T00:00:00Z,NRG,Immortals,team:nrg,team:immortals,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:12181165a5b3d20da419,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:06566a2ea584fecf6c15,LCS:2024:spring:regular:event-group-04,4,2024-02-10T21:07:54Z,2024-02-11T23:41:19Z,2024-02-10T21:00:00Z,NRG,Cloud9,team:nrg,team:cloud9,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:1ca4a3f4762aa37808c9,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:06566a2ea584fecf6c15,LCS:2024:spring:regular:event-group-04,4,2024-02-10T21:07:54Z,2024-02-11T23:41:19Z,2024-02-10T22:00:00Z,Immortals,Dignitas,team:immortals,team:dignitas,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:79451cc77db30c2eb780,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:06566a2ea584fecf6c15,LCS:2024:spring:regular:event-group-04,4,2024-02-10T21:07:54Z,2024-02-11T23:41:19Z,2024-02-10T23:00:00Z,Team Liquid,100 Thieves,team:team_liquid,team:100_thieves,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:d6e61787c85cdae5dd76,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:06566a2ea584fecf6c15,LCS:2024:spring:regular:event-group-04,4,2024-02-10T21:07:54Z,2024-02-11T23:41:19Z,2024-02-11T00:00:00Z,FlyQuest,Shopify Rebellion,team:flyquest,team:shopify_rebellion,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:b6d1062b9d75c7249a24,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:06566a2ea584fecf6c15,LCS:2024:spring:regular:event-group-04,4,2024-02-10T21:07:54Z,2024-02-11T23:41:19Z,2024-02-11T21:00:00Z,Cloud9,100 Thieves,team:cloud9,team:100_thieves,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
fixture:a9a7716100f90311197b,2024,LCS,LCS:2024:spring,LCS:2024:spring:regular,period:06566a2ea584fecf6c15,LCS:2024:spring:regular:event-group-04,4,2024-02-10T21:07:54Z,2024-02-11T23:41:19Z,2024-02-11T22:00:00Z,NRG,Dignitas,team:nrg,team:dignitas,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,EXISTING_PIT_EVENT_GROUP_PLUS_SCHEDULE_ROUND,WEB_SCHEDULE_VERIFIED,Opponent identity sourced from tournament Match Schedule; schedule-history pages used only as cross-check where search snippets were truncated.
