player_id,prediction_period_id,target_cutoff,chronological_status,realized_labels_reference,realized_labels_sha256,projected_fantasy_points
oe:player:88b2fc44169f986bdffd0ffdb0b534a,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:88b780b9f178fd2e50a458ae282cd7c,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:91a74fa03f163055a19da5b16363fc8,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:96da046ebab4cac9bcba2c9afd85999,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:9772f394c5e44d54e76aae1647217d0,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:9a877004ae6373d34cd9ba93decbbd9,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:a04a853a0f540f156d08711204fe252,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:a2de87eae98d0ab3b85567026561a51,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:a3d74b52c8b1367c7044f417b743d75,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:adfab52b74587bc5acc4201c140451a,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:b6ebe3c8487ddc3a23c586e650c4528,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:b6f837c8bd1b510dd3f77ee8c903c30,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:b728b4a88e70fe2d0f10aae80e56ee1,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:ba7c563a5425bd6886dab195a0cd6d0,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:bcb79ac1654e9a40600fba1eb3e53af,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:bdb90de1ad7c2b7c38ce6f1177c1f62,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:c271341160441d375411fef9bf2f9ef,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:c8c5277fe212c2d6d1245bae74294ee,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:cbfc4c587ee049e419eefd386c1acd3,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:e03d0722b6dce835cde3268c08c4f54,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:e4e943fa882367a96fb2a365de4e28c,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:e6e30c037d0b75caa94827ead86b4ed,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:e95a34ce4e7feb3a2939c52ddac5d17,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:ed455f823b6586e9e3621dfb5aeb42e,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:f25df399390d86b9a1e83216dae597b,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:f35d122e169ccf24593a4d06927a3e2,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:f48c70640770b42b5d7dd72aa21e005,period:01bed218199c5fc6a295,2020-01-25T21:37:53+00:00,WARMUP_OR_DEVELOPMENT,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:007be3acd5669d100711b13d79e2336,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:05fafeaf23dc3285558a4e968970b9f,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:10fcffece0ac7be85f09c4b51a75762,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:1970fcb701acce66e0771946bbb3105,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:1efc4e5732e91520d03385900b903f9,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:3e722c8ede909c83af9342c41805a16,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:40704dfd2d966862568d29770de57bd,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:460ae5a7af8d68f7831b70307210ab3,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:494fc60dffbb5da1caa2226baef0ec7,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:4a18312b5b75f549d5551e5912ad6eb,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:4e0619e57cb50c4ab1230c2dd72df1b,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:5385f74da3e5deb5b66d9a1ee56cf97,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:6378658dafc3eeb902fa2e52f909172,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:6841f2d68619d53bdd1cdbf30b5be2c,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:73d2b65353d7b00e0f198ffdc085edc,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:7c3395efccd48fe73592001501bef83,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:7e0e7ac2a199e8e2ecb30499a3b2153,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:7e2505960c12cc54c96a0a6efb2e055,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:80fea0848c57b8e07a79675d41f582c,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:81acc6bcde5c927c78e0990e9887f84,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:83eb62484689106807fcf5ad55b5479,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:8a5dbe19794784cfd0553556844f045,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:8f8eaac8e99c203ee76e57c5c81c91f,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:9191e392e93a6ef011ef76b5b83ee6c,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:9ce0043331f3999cc2ee205ab7c2d73,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:a04a853a0f540f156d08711204fe252,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:a7f0b16a54f4bd0dcb6fb7bb625b3cb,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:a8307167f3a1c933295bb9e3d43700e,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:c145139d26813639b8fe6f4d0b28228,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:dbe844fcbbc7f54654e54242e79acac,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:dc760d6884ce21614b2389ac1c05ec2,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:e03d0722b6dce835cde3268c08c4f54,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:e9017664588010860a92ceb5f8fcb82,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:ea9ed09584feecae0991089f087d2ce,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:ed455f823b6586e9e3621dfb5aeb42e,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:ef97df9d746d0e65ed18786ab30031c,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:f6b8af05a5af22004a67a78f3046b92,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
oe:player:fbadcf84fcfb01a251de88055f631cb,period:03ffd32cfddfafb63d73,2024-08-03T20:08:15+00:00,CONSUMED_SELECTION_EVIDENCE,data/processed/player_model_v2/stage_3e_03/realized_labels.csv,c678a2e0ac0abddb04b21ce60814b115c182d262c3dcb00b6ab2fc0f36c0197e,
