player_id,prediction_period_id,role,target_cutoff,playstyle_source,source_specific_availability,champion_distribution_evidence,history_fallback_evidence,role_prior_evidence,cutoff_safe
oe:player:73d2b65353d7b00e0f198ffdc085edc,period:01bed218199c5fc6a295,bot,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:7adc518d589f32912c06de8dae7848e,period:01bed218199c5fc6a295,mid,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:7e0e7ac2a199e8e2ecb30499a3b2153,period:01bed218199c5fc6a295,mid,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:803305691092adbf1de29f27a98d2a6,period:01bed218199c5fc6a295,top,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:81acc6bcde5c927c78e0990e9887f84,period:01bed218199c5fc6a295,sup,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:84bff3a326833c7c9181c698f676878,period:01bed218199c5fc6a295,top,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:88b2fc44169f986bdffd0ffdb0b534a,period:01bed218199c5fc6a295,mid,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:88b780b9f178fd2e50a458ae282cd7c,period:01bed218199c5fc6a295,sup,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:91a74fa03f163055a19da5b16363fc8,period:01bed218199c5fc6a295,bot,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:96da046ebab4cac9bcba2c9afd85999,period:01bed218199c5fc6a295,jgl,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:9772f394c5e44d54e76aae1647217d0,period:01bed218199c5fc6a295,jgl,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:9a877004ae6373d34cd9ba93decbbd9,period:01bed218199c5fc6a295,bot,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:a04a853a0f540f156d08711204fe252,period:01bed218199c5fc6a295,jgl,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:a2de87eae98d0ab3b85567026561a51,period:01bed218199c5fc6a295,jgl,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:a3d74b52c8b1367c7044f417b743d75,period:01bed218199c5fc6a295,mid,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:adfab52b74587bc5acc4201c140451a,period:01bed218199c5fc6a295,mid,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:b6ebe3c8487ddc3a23c586e650c4528,period:01bed218199c5fc6a295,mid,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:b6f837c8bd1b510dd3f77ee8c903c30,period:01bed218199c5fc6a295,sup,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:b728b4a88e70fe2d0f10aae80e56ee1,period:01bed218199c5fc6a295,jgl,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:ba7c563a5425bd6886dab195a0cd6d0,period:01bed218199c5fc6a295,bot,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:bcb79ac1654e9a40600fba1eb3e53af,period:01bed218199c5fc6a295,top,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:bdb90de1ad7c2b7c38ce6f1177c1f62,period:01bed218199c5fc6a295,bot,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:c271341160441d375411fef9bf2f9ef,period:01bed218199c5fc6a295,jgl,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:c8c5277fe212c2d6d1245bae74294ee,period:01bed218199c5fc6a295,mid,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:cbfc4c587ee049e419eefd386c1acd3,period:01bed218199c5fc6a295,sup,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:e03d0722b6dce835cde3268c08c4f54,period:01bed218199c5fc6a295,top,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:e4e943fa882367a96fb2a365de4e28c,period:01bed218199c5fc6a295,top,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:e6e30c037d0b75caa94827ead86b4ed,period:01bed218199c5fc6a295,sup,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:e95a34ce4e7feb3a2939c52ddac5d17,period:01bed218199c5fc6a295,mid,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:ed455f823b6586e9e3621dfb5aeb42e,period:01bed218199c5fc6a295,jgl,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:f25df399390d86b9a1e83216dae597b,period:01bed218199c5fc6a295,bot,2020-01-25T21:37:53+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,0,False,True
oe:player:f35d122e169ccf24593a4d06927a3e2,period:01bed218199c5fc6a295,top,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:f48c70640770b42b5d7dd72aa21e005,period:01bed218199c5fc6a295,sup,2020-01-25T21:37:53+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,0,True,True
oe:player:007be3acd5669d100711b13d79e2336,period:03ffd32cfddfafb63d73,top,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,37,True,True
oe:player:05fafeaf23dc3285558a4e968970b9f,period:03ffd32cfddfafb63d73,sup,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,308,True,True
oe:player:10fcffece0ac7be85f09c4b51a75762,period:03ffd32cfddfafb63d73,bot,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,254,False,True
oe:player:1970fcb701acce66e0771946bbb3105,period:03ffd32cfddfafb63d73,jgl,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,45,False,True
oe:player:1efc4e5732e91520d03385900b903f9,period:03ffd32cfddfafb63d73,top,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,11,True,True
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:03ffd32cfddfafb63d73,top,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,298,True,True
oe:player:3e722c8ede909c83af9342c41805a16,period:03ffd32cfddfafb63d73,sup,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,90,True,True
oe:player:40704dfd2d966862568d29770de57bd,period:03ffd32cfddfafb63d73,sup,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,46,True,True
oe:player:460ae5a7af8d68f7831b70307210ab3,period:03ffd32cfddfafb63d73,bot,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,152,False,True
oe:player:494fc60dffbb5da1caa2226baef0ec7,period:03ffd32cfddfafb63d73,bot,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,22,False,True
oe:player:4a18312b5b75f549d5551e5912ad6eb,period:03ffd32cfddfafb63d73,mid,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,24,False,True
oe:player:4e0619e57cb50c4ab1230c2dd72df1b,period:03ffd32cfddfafb63d73,bot,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,219,False,True
oe:player:5385f74da3e5deb5b66d9a1ee56cf97,period:03ffd32cfddfafb63d73,top,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,129,True,True
oe:player:6378658dafc3eeb902fa2e52f909172,period:03ffd32cfddfafb63d73,bot,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,67,False,True
oe:player:6841f2d68619d53bdd1cdbf30b5be2c,period:03ffd32cfddfafb63d73,sup,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,84,True,True
oe:player:73d2b65353d7b00e0f198ffdc085edc,period:03ffd32cfddfafb63d73,bot,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,297,False,True
oe:player:7c3395efccd48fe73592001501bef83,period:03ffd32cfddfafb63d73,jgl,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,152,False,True
oe:player:7e0e7ac2a199e8e2ecb30499a3b2153,period:03ffd32cfddfafb63d73,mid,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,259,False,True
oe:player:7e2505960c12cc54c96a0a6efb2e055,period:03ffd32cfddfafb63d73,top,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,119,True,True
oe:player:80fea0848c57b8e07a79675d41f582c,period:03ffd32cfddfafb63d73,top,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,24,True,True
oe:player:81acc6bcde5c927c78e0990e9887f84,period:03ffd32cfddfafb63d73,sup,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,313,True,True
oe:player:83eb62484689106807fcf5ad55b5479,period:03ffd32cfddfafb63d73,mid,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,174,False,True
oe:player:8a5dbe19794784cfd0553556844f045,period:03ffd32cfddfafb63d73,jgl,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,181,False,True
oe:player:8f8eaac8e99c203ee76e57c5c81c91f,period:03ffd32cfddfafb63d73,mid,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,57,False,True
oe:player:9191e392e93a6ef011ef76b5b83ee6c,period:03ffd32cfddfafb63d73,sup,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,288,True,True
oe:player:9ce0043331f3999cc2ee205ab7c2d73,period:03ffd32cfddfafb63d73,sup,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,67,True,True
oe:player:a04a853a0f540f156d08711204fe252,period:03ffd32cfddfafb63d73,jgl,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,80,False,True
oe:player:a7f0b16a54f4bd0dcb6fb7bb625b3cb,period:03ffd32cfddfafb63d73,jgl,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,64,False,True
oe:player:a8307167f3a1c933295bb9e3d43700e,period:03ffd32cfddfafb63d73,jgl,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,150,False,True
oe:player:c145139d26813639b8fe6f4d0b28228,period:03ffd32cfddfafb63d73,bot,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,39,False,True
oe:player:dbe844fcbbc7f54654e54242e79acac,period:03ffd32cfddfafb63d73,sup,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,100,True,True
oe:player:dc760d6884ce21614b2389ac1c05ec2,period:03ffd32cfddfafb63d73,top,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,111,True,True
oe:player:e03d0722b6dce835cde3268c08c4f54,period:03ffd32cfddfafb63d73,top,2024-08-03T20:08:15+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,233,True,True
oe:player:e9017664588010860a92ceb5f8fcb82,period:03ffd32cfddfafb63d73,mid,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,13,False,True
oe:player:ea9ed09584feecae0991089f087d2ce,period:03ffd32cfddfafb63d73,mid,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,75,False,True
oe:player:ed455f823b6586e9e3621dfb5aeb42e,period:03ffd32cfddfafb63d73,jgl,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,315,False,True
oe:player:ef97df9d746d0e65ed18786ab30031c,period:03ffd32cfddfafb63d73,mid,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,117,False,True
oe:player:f6b8af05a5af22004a67a78f3046b92,period:03ffd32cfddfafb63d73,bot,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,105,False,True
oe:player:fbadcf84fcfb01a251de88055f631cb,period:03ffd32cfddfafb63d73,jgl,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,230,False,True
oe:player:fddde6d256bee26713f64ad9b2a9394,period:03ffd32cfddfafb63d73,mid,2024-08-03T20:08:15+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,194,False,True
oe:player:05a73863e113f3cb6b472a76da2ea52,period:0433ceb2175e1870c17a,mid,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,25,False,True
oe:player:10fcffece0ac7be85f09c4b51a75762,period:0433ceb2175e1870c17a,bot,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,338,False,True
oe:player:1efc4e5732e91520d03385900b903f9,period:0433ceb2175e1870c17a,top,2026-02-14T21:11:50+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,90,True,True
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:0433ceb2175e1870c17a,top,2026-02-14T21:11:50+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,370,True,True
oe:player:2cbf592923f34b2e6acc4b747385c8a,period:0433ceb2175e1870c17a,jgl,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,8,False,True
oe:player:3b63ea0de80cfb191f952872b392da9,period:0433ceb2175e1870c17a,bot,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,9,False,True
oe:player:4f27911a3702f671c3d21286356a6df,period:0433ceb2175e1870c17a,sup,2026-02-14T21:11:50+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,8,True,True
oe:player:80fea0848c57b8e07a79675d41f582c,period:0433ceb2175e1870c17a,top,2026-02-14T21:11:50+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,75,True,True
oe:player:81acc6bcde5c927c78e0990e9887f84,period:0433ceb2175e1870c17a,sup,2026-02-14T21:11:50+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,392,True,True
oe:player:845ea84cec22236278388f19fcd20bf,period:0433ceb2175e1870c17a,jgl,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,8,False,True
oe:player:85ab9a415e1cf1f63000f7f6f1c183a,period:0433ceb2175e1870c17a,jgl,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,3,False,True
oe:player:87f7503a6cdacffa612aeee7f04cc7c,period:0433ceb2175e1870c17a,mid,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,9,False,True
oe:player:9191e392e93a6ef011ef76b5b83ee6c,period:0433ceb2175e1870c17a,sup,2026-02-14T21:11:50+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,346,True,True
oe:player:a2d7b8856032bf106783621b9afeb41,period:0433ceb2175e1870c17a,sup,2026-02-14T21:11:50+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,42,True,True
oe:player:c145139d26813639b8fe6f4d0b28228,period:0433ceb2175e1870c17a,bot,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,126,False,True
oe:player:d617210b92fa03e78554883250d432c,period:0433ceb2175e1870c17a,top,2026-02-14T21:11:50+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,10,True,True
oe:player:e2c655411d8d95ef73d8026704f5e7a,period:0433ceb2175e1870c17a,bot,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,25,False,True
oe:player:e9017664588010860a92ceb5f8fcb82,period:0433ceb2175e1870c17a,mid,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,100,False,True
oe:player:ea9ed09584feecae0991089f087d2ce,period:0433ceb2175e1870c17a,mid,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,146,False,True
oe:player:ed455f823b6586e9e3621dfb5aeb42e,period:0433ceb2175e1870c17a,jgl,2026-02-14T21:11:50+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,394,False,True
oe:player:007be3acd5669d100711b13d79e2336,period:06566a2ea584fecf6c15,top,2024-02-10T21:07:54+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,7,True,True
oe:player:05fafeaf23dc3285558a4e968970b9f,period:06566a2ea584fecf6c15,sup,2024-02-10T21:07:54+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,270,True,True
oe:player:08936c56ab5a6453c58974a619651c3,period:06566a2ea584fecf6c15,jgl,2024-02-10T21:07:54+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,16,False,True
oe:player:1970fcb701acce66e0771946bbb3105,period:06566a2ea584fecf6c15,jgl,2024-02-10T21:07:54+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,7,False,True
oe:player:1d22c812efd7b8a4244d93c51acc399,period:06566a2ea584fecf6c15,mid,2024-02-10T21:07:54+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,7,False,True
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:06566a2ea584fecf6c15,top,2024-02-10T21:07:54+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,260,True,True
oe:player:3e722c8ede909c83af9342c41805a16,period:06566a2ea584fecf6c15,sup,2024-02-10T21:07:54+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,58,True,True
oe:player:40704dfd2d966862568d29770de57bd,period:06566a2ea584fecf6c15,sup,2024-02-10T21:07:54+00:00,PHASE_G_HISTORY_FALLBACK,GENERIC_PHASE_G_OUTPUT_ONLY_G1_G3_NOT_DISTINGUISHABLE,,23,True,True
oe:player:460ae5a7af8d68f7831b70307210ab3,period:06566a2ea584fecf6c15,bot,2024-02-10T21:07:54+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,125,False,True
oe:player:494fc60dffbb5da1caa2226baef0ec7,period:06566a2ea584fecf6c15,bot,2024-02-10T21:07:54+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,5,False,True
oe:player:4a18312b5b75f549d5551e5912ad6eb,period:06566a2ea584fecf6c15,mid,2024-02-10T21:07:54+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,7,False,True
oe:player:4db47d64e2721bf7a93ebf42e488852,period:06566a2ea584fecf6c15,bot,2024-02-10T21:07:54+00:00,NOT_APPLICABLE,NOT_APPLICABLE_ROLE,,7,False,True
